Data :
658937718 11941140269658402209
130102400 13606383872772986360
139190256 11892947761619030125
811681494 15144121733014506571
2051106603 9829142061662156676
1312904172 12772311987135050435
1201754417 6620493062699033841
1905353715 12678455557022145666
62643879 12889551517588024388
958832900 15580973977632663942
94101586 5970388942300982844
825313479 11464673353604151606
790710372 9402575398887431427
1974211170 15044715375494014562
280749749 11076800071520982249
117520517 9736075003990877368
1198609702 11665661751411085631
1715561195 13842911878603022748
1486271103 869501306059067307
749816384 6079534022847303259
140939369 14756954514284001626
57052844 1651560812867596871
202107046 8989738846495669135
2006718444 12409474643098495657
297178693 7010288162456584802
1949046465 17451135030825199261
1655443285 10858363665467186402
205602525 8559873582332109915
134997991 8185178840406085856
865860428 8237656650779214221
1276904965 12430906189573826104
32586500 1386321925703205446
1305915794 17838233661944325666
369880853 16127982793789357062
1134996977 7977136954021709362
1419512605 14018274162503300845
151426284 5969628788240731054
432097122 3863265751340352385
1320946071 6732130358712526713
852229521 9761217640701063797
374075724 1406200114258490616
1785817985 4535494280977097368
2021749227 11215581600409704338
1695639922 18389136713079565880
1284245887 8420326538557373949
1225874779 7209422024440929478
81521228 2064183404137960843
353453803 11413018502676296225
433146118 18214772402881895875
220633336 5385212630955459414
1021750775 15584374462299200253
438389142 17830313502449282495
99347315 15876553294284170902
1424057217 5991574213187518366
266771116 15059335674756304176
1468447315 16662339069811309469
1525769853 8820547173445491335
1146532350 1296047852787822297
946602561 14631267934713231472
2128006150 13567717071085254727
512489441 13263941874437435405
1163310027 2801599417061995067
1353103572 13066054038730301774
1793857975 17216918192915635052
459710909 1574674973290371916
1916192823 6497649892827969744
1590782573 16716493672853065446
1258731571 1464876609160993513
414622296 8046371343755024100
1648804494 4943488106987724675
803297513 17438982969031867123
1144436550 6771431771190422493
83270791 5388762142193371412
368485408 16541289690467864122
2056704116 1199209691737508154
1332832454 7602883748988016447
847338590 16881405295800643536
1110882478 3336883601836916281
172750313 8680161782232004351
824619676 5652285693958014037
1675020495 6579996298043349940
124166315 9577254488494150018
737587407 2088489573301054641
1478236602 15916384693516546102
892428249 13835673549520422128
1881591637 5187375578940363864
206655135 14326442857505708912
1075930462 9037162482140321930
525424500 17929988094514849782
908157455 18147353162924202343
749122392 4565742746690933987
1442934856 11428400254190521971
2001130729 11023067564477932985
213296726 15070119963658186356
1846989109 9170640812494971717
1536259069 11901210467278551023
2030840730 7288785185230081549
250696373 17125355664645449816
1373029753 17765734707683640795
97253786 8822975951057836539
433848995 13947365900081452863
2073832866 4911585433054279206
1230772205 1638973045321982935
1129059659 17842057048676835748
984005712 15012316189921281885
1082572711 763303209585015665
744929025 244374294973935507
1388409602 13231539069644479163
2124165443 11234046816831617488
175898287 5954271827796137982
530668920 6260214064604155004
877400432 14008582537519500798
1160867453 2445252272243970902
1861670442 16675224027710924980
183937750 6494429747299681156
1146537074 2748243373190124357
446083747 7174323618301959536
905013574 16524467098785084697
303126974 15238219027765566472
1098652223 14993947301015237347
360100270 12367507109635871517
1264677926 2729099023592416224
878100536 13724799207122455614
253494631 11193941121485366077
1185335396 11806046213411201998
657548655 362190413800853214
1961636440 5324810869593184185
958492158 17913002690700207868
273767480 566738819598376213
2116827020 6186825588516699368
929481588 10205013223335619564
445735452 5385061597261783296
467056671 3537778345453919704
1097604605 9390742608248952423
5680265 5980917150569756816
1887187796 14838270016266120071
2118575117 13395703020418716994
629587297 9103347609544275829
470202854 14036551266810770001
1427908697 12072952284288779057
457969448 13024251132551931025
1902916886 1392631228582727037
1427559281 4492997496099665019
521234091 1391613458596166308
69993939 2460370025215465687
782680854 16438790496299691224
945560777 3013796472160711134
1568069764 9633229412652255536
1304176421 16988190490343570924
1691103640 6184323477240172819
311168417 2583165816090012350
342276710 8275214320898692639
1831963721 6458345660723001044
1693550928 9802887538642798661
815887036 630582514678408195
450281140 16385813637381502549
761011300 9505995824329444037
967582226 17228576167546849404
223438061 7879065312290445213
643570381 16202223600273635863
758914528 15863342965191208141
1936822780 8600793581499216262
204563783 2574130852518676328
282857986 240189828890328241
649862093 129624394596180515
515643491 3835729484936716090
1032944564 5836842822394006600
754720579 1576796221928568763
2009175445 8693226500095167443
502012637 1250434487478611024
1655454073 8688626229066724251
1665590471 6524403134412512818
1689008833 5191166962079138021
968981894 17771667930281161428
1170659371 8858172940721442471
206662189 4103944014323525694
1128017148 12555602700480695483
79084667 9016616171334706649
1739690636 2392278844352688611
126970020 17947884977029705915
1572616450 15171830010023773885
1004284472 15459214807416076970
664893207 6632818960149374856
785480355 11781487337752459989
429661230 14059856640881159677
341580286 12435801349721470073
1310820546 4982667519989410265
722915078 16399021628469130267
1524382049 13351025649261140557
1852938079 5528098587165264440
518791018 16453059519217998957
1008828809 15484970619561808202
712429379 3280575918374527523
2059159502 3031423407891519002
446788428 6276979817633747349
1878104229 17630774534902013097
618756076 16114103680508976682
212604943 17450398488596193811
581356682 1229447523246883895
1189884517 18266884371369022291
273772519 12931990279070434464
1137105879 15972643201851141581
690060055 15783593880167514611
1871114059 17275397648034832495
1000091139 7868861277220204887
1786528439 281834545917957922
327949573 6870372752402023373
542559578 11063086422390157026
354164283 6148096334589292805
963740540 3583756129905060262
390864948 2513529873397377555
2078734125 15634215150917466685
1679923097 13628886258671524452
1239518409 7985243584877988432
500616955 7270952102362436621
557939552 17771750560396974987
732703435 9115124934172170593
85028710 12785883799874209760
1894882979 508741155586700223
240568533 3462494285843251177
1515995007 3245703900841866319
941721220 16675643814382578385
1573317751 1809960942633093843
1929486530 5963526085137570997
268880688 5709125648261696188
376884774 4333980248566406449
128370783 8317881139615679655
1416380314 7248171619376022776
468461300 318495917146617525
1928788013 15941779619029278540
391215956 14571811481257868398
1738295621 7092319465720934926
1281113571 11092888934689890157
739695233 16813764303113720427
157382200 7621185327442546518
1602679196 6850171328940118873
363603665 2267217576054941401
1762413412 12030824892058360452
1183246379 11831797148182925384
1021065624 2420882594161911840
943120983 17748277196005501901
1709635404 9607289229188749357
258047015 2600855003211927504
1096563984 8655899044252241899
457976955 18009263720167457293
1802609929 17189949636648777955
1460072843 17853139105157981392
1634836700 3523392398928395795
343331989 17881009823949268714
1293348210 14789571823423613825
1085728817 10017897171982909436
974579046 15994227884224720642
205967714 7390152516911717927
1667342932 14356928660993665445
116488741 9670938940658218834
720123067 9015809853592572790
844554917 14970477744355594653
843156939 17567980656411276153
396460669 567106451668920711
1467063940 14824821858947291647
117537756 4051186959489566483
856089805 4310263290399191875
1047980578 13617578403370381785
444695881 3091843998449179669
1555145402 10138287381870195168
1692509784 17321043395984125442
2007434389 6275203479901307763
591847501 1112631783950773848
272029750 4401859470106372066
689365860 5450506017028646787
194434710 13260124577330648817
1547456372 13718065473127751514
120684619 842091142694071265
1365702197 9082478015495827919
1020368892 5424713695220959214
1380731970 9147338218108883939
683424280 4499776640283341260
1900479699 11397700160079115651
2052524249 12070517412873698408
705794157 4698649757858560379
1906771250 14921144802383632022
1021068158 18321759543220697049
1379334129 11474746725916137474
1553748481 1015037153300484913
31206149 2679783595911466610
88878253 7480645254108999319
570178207 11791518158364490820
407647885 13010798647888845494
1675035216 301204465695802047
49032648 1301355714631337004
713834346 8054884842966568297
234282416 17367007612239674723
2020019327 11693536112866263109
672590185 12398580721083806809
907123256 13414232595239965995
1112995136 11351563883261588046
430367616 11151718959294651587
1833371740 12531942882451881514
1569128859 17540115181596421337
2123829356 15463067685577238216
1612120853 111851894213179789
102510916 4527984049385627532
1497825565 16098128667991818114
1288808101 2665327573383254682
1391219740 8799267542805557666
140260240 17061654625163116889
313975491 13016861455604932660
558295369 14620669079270382223
574723448 16014331638135165778
1535924629 7793434989408303382
2104606352 14190170899478027161
555499767 9038073195928357847
1473359434 12069645405609852274
1782691655 10796190639985275391
733759242 4588971522551289577
1182203278 6491376751523545866
1815197943 13619218075225986095
25266816 2895732174317345176
928096804 11037879677134975631
2010234495 9864565329074545690
1928445048 2141364555359654661
1733758154 8934460698884573377
1645327857 7570026016035976531
1578568141 9069514640961347802
878114701 14255799732834240551
719778690 3658263674338463448
1860287492 17297081768759451441
137465650 6276820408472990850
1641483224 16963068077535814150
1171018996 15870502897250927613
277626316 1019133515347028541
1756128390 413405180208223555
1435611529 2378055142978161420
1418135261 14966284435010249376
90629196 694360823458872182
541519902 11870940401878348245
